Author,Date,Favorites,Hashtags,Query,Retweets,Tweet,URL
'Dra. Mônica Giusti 🇧🇷🇵🇹🇮🇹' 'Dra. Mônica Giusti 🇧🇷🇵🇹🇮🇹',2020-12-06 2020-12-06,0 0,['[]' '[]'],Kamala Harris, 92 109,"RT @EpochTimes: “No one will trust our our election system ever again if we don’t fix it this time.”\n\nPresident Trump should keep fighting…
 RT @EpochTimes: “No one will trust our our election system ever again if we don’t fix it this time.”\n\nPresident Trump should keep fighting…",https://twitter.com/twitter/statuses/[1335687834276155402 1335687834276155402]
'Khalid Mahmood Khalid',2020-12-03,0,"[""[{'text': 'Trump', 'indices': [0, 6]}, {'text': 'Lawsuit', 'indices': [7, 15]}, {'text': 'WisconsinSupremeCourt', 'indices': [27, 49]}, {'text': 'TrumpCrimeFamily', 'indices': [65, 82]}, {'text': 'Wisconsin', 'indices': [83, 93]}, {'text': 'USA', 'indices': [94, 98]}, {'text': 'USAElections2020', 'indices': [99, 116]}]""]",USA elections date,0,#Trump #Lawsuit rejects by #WisconsinSupremeCourt    by 4-3 vote\n#TrumpCrimeFamily\n#Wisconsin #USA\n#USAElections2020\n\nhttps://t.co/ELindhvZKm,https://twitter.com/twitter/statuses/[1334591498910801921]
'Paul Burgin',2020-12-06,0,"[""[{'text': 'MarsHillBlog', 'indices': [0, 13]}, {'text': 'DonaldTrump', 'indices': [51, 63]}, {'text': 'Republicans', 'indices': [64, 76]}, {'text': 'Georgia', 'indices': [77, 85]}, {'text': 'USA', 'indices': [86, 90]}]""]",USA elections date,0,#MarsHillBlog Post On Trump campaigning in Georgia #DonaldTrump #Republicans #Georgia #USA https://t.co/r71oYvCd1V,https://twitter.com/twitter/statuses/[1335613932137017347]
'Guardian US',2020-11-04,1,['[]'],USA elections date,0,"""USAs Weston McKennie: how the Juve starlet leads on and off the pitch https://t.co/LkFmnReAo0""",https://twitter.com/twitter/statuses/[1323923017379053568]
'CC Rider',2020-12-06,1,"[""[{'text': 'GEORGIA', 'indices': [0, 8]}, {'text': 'Vote', 'indices': [37, 42]}, {'text': 'FLIPTHESENATE', 'indices': [69, 83]}, {'text': 'StimulusChecksNOW', 'indices': [85, 103]}, {'text': 'gapol', 'indices': [105, 111]}, {'text': 'gasen', 'indices': [112, 118]}]""]",USA elections date,0,#GEORGIA you can make this happen!!! #Vote  @ReverendWarnock @ossoff #FLIPTHESENATE \n#StimulusChecksNOW\n\n#gapol #gasen https://t.co/wdkLA62zuh,https://twitter.com/twitter/statuses/[1335691999681400836]
'President-elect David Fowler 🇺🇸⭐⭐',2020-12-02,0,"[""[{'text': 'election2020', 'indices': [21, 34]}, {'text': 'USAElections2020', 'indices': [35, 52]}, {'text': 'USA', 'indices': [53, 57]}]""]",USA elections date,0,This should be good.\n#election2020 #USAElections2020\n#USA\n\nhttps://t.co/EAyv6PK0fg,https://twitter.com/twitter/statuses/[1334216788725284864]
'Guardian US',2020-11-01,8,['[]'],USA elections date,5,"Whatever happens, it will take more than promises to Make America Normal Again | Adam Tooze https://t.co/zuAGoo7Qu9",https://twitter.com/twitter/statuses/[1322942956446371842]
'Bloomberg Politics',2020-11-11,2,['[]'],USA elections date,1,Trade talks between the U.K. and EU are set to be extended beyond this weekend’s informal deadline and continue in Brussels next week https://t.co/nNvvwwUrFc,https://twitter.com/twitter/statuses/[1326511875274788864]
'Amey',2020-12-04,0,"[""[{'text': 'USAElections2020', 'indices': [0, 17]}, {'text': 'USA', 'indices': [18, 22]}]""]",USA elections date,0,#USAElections2020 #USA # Not worth it😭😭😭 https://t.co/jSJFluJCMP,https://twitter.com/twitter/statuses/[1334682816806711296]
'Christopher Bennett🌹',2020-12-06,0,"[""[{'text': 'Georgia', 'indices': [0, 8]}, {'text': 'RegisterToVote', 'indices': [9, 24]}, {'text': 'Jan5', 'indices': [90, 95]}, {'text': 'Vote', 'indices': [116, 121]}, {'text': 'GeorgiaRunoff', 'indices': [130, 144]}, {'text': 'GeorgiaSenateRunoff', 'indices': [146, 166]}, {'text': 'ElectionDay', 'indices': [167, 179]}, {'text': 'USElections', 'indices': [180, 192]}, {'text': 'Senate', 'indices': [193, 200]}]""]",USA elections date,0,"""#Georgia #RegisterToVote if you havent already. Monday is the deadline. If you are 18 by #Jan5 you can register to #Vote for the #GeorgiaRunoff. #GeorgiaSenateRunoff #ElectionDay #USElections #Senate \nhttps://t.co/B5kbKrQ75e""",https://twitter.com/twitter/statuses/[1335550070255661056]
'Guardian US',2020-10-28,6,['[]'],USA elections date,2,How much better would the USA be with a raccoon in the White House?! | First Dog on the Moon https://t.co/NW3erxQaGz,https://twitter.com/twitter/statuses/[1321349836264923136]
'Bloomberg Politics',2020-11-06,0,['[]'],USA elections date,357,"RT @josh_wingrove: As Trump has been speaking, his lead in Georgia dropped again -- to 3,635 votes.",https://twitter.com/twitter/statuses/[1324502292427644930]
'Just-an-average-guy',2020-12-05,0,"[""[{'text': 'USA', 'indices': [35, 39]}, {'text': 'USAElections2020', 'indices': [40, 57]}, {'text': 'Hodgetwins', 'indices': [111, 122]}]""]",USA elections date,0,"""Who is writing Joe Bidens tweets? #USA #USAElections2020 @SebGorka @dbongino @SavageNation_  @realDonaldTrump #Hodgetwins""",https://twitter.com/twitter/statuses/[1335289429615915008]
'Obewyn',2020-12-05,0,"[""[{'text': 'electionfraud2020', 'indices': [82, 100]}, {'text': 'electionfraud', 'indices': [101, 115]}, {'text': 'USA', 'indices': [116, 120]}, {'text': 'USAElections2020', 'indices': [121, 138]}, {'text': 'USAelection2020', 'indices': [139, 155]}, {'text': 'Pennsylvania', 'indices': [156, 169]}]""]",USA elections date,0,Senate Co-Sponsorship Memoranda - RESOLUTION: Disputing the 2020 General Election #electionfraud2020 #electionfraud #USA #USAElections2020 #USAelection2020 #Pennsylvania  https://t.co/Wo3Y7KotjD,https://twitter.com/twitter/statuses/[1335311911303467011]
'❄️❄️❄️❄️l♥️snow❄️❄️❄️❄️',2020-12-06,0,"[""[{'text': 'GEORGIA', 'indices': [44, 52]}, {'text': 'RunoffElection', 'indices': [53, 68]}, {'text': 'USA', 'indices': [69, 73]}, {'text': 'USAElections2020', 'indices': [74, 91]}]""]",USA elections date,0,"""Im putting out good juju so you win my guy #GEORGIA #RunoffElection #USA #USAElections2020 https://t.co/WttZdlbyDp""",https://twitter.com/twitter/statuses/[1335602936173498370]
'Guardian US',2020-11-08,23,['[]'],USA elections date,11,Trump was no accident. And the America that made him is still with us | Michael Goldfarb https://t.co/gVMwdPPuj6,https://twitter.com/twitter/statuses/[1325367566395695104]
'Slartibartfast #96.5%',2020-12-04,0,"[""[{'text': 'USA', 'indices': [142, 146]}, {'text': 'USAElections2020', 'indices': [187, 204]}, {'text': 'USAelection2020', 'indices': [206, 222]}]""]",USA elections date,0,"@livvystar @realDonaldTrump I’m sure it’s lost.\n\nNot that I personally have any confidence, or take any pleasure in the election result.\n\nThe #USA needs a much better electoral process.\n\n#USAElections2020 \n#USAelection2020",https://twitter.com/twitter/statuses/[1334988943016779778]
'The Washington Post',2020-10-28,48,['[]'],USA elections date,19,Opinion: Why is a pro-diversity ballot initiative failing in America’s most diverse state? https://t.co/iaf6BAQktb,https://twitter.com/twitter/statuses/[1321516356823601157]
'Kamala Harris',2020-11-08,162595,['[]'],USA elections date,15565,Congressman John Lewis wrote before his passing: “Democracy is not a state. It is an act.”\n\nWhat he meant was that America’s democracy is not guaranteed. It is only as strong as our willingness to fight for it—and that’s exactly what you did.,https://twitter.com/twitter/statuses/[1325249272560881664]
"""Eddie's🔁Retweet""",2020-12-05,0,"[""[{'text': 'USA', 'indices': [32, 36]}, {'text': 'USAElections2020', 'indices': [37, 54]}]""]",USA elections date,5,RT @thisbevos: It will be okay. #USA #USAElections2020 https://t.co/HknIzRvB5r,https://twitter.com/twitter/statuses/[1335364457271201792]
'Guardian US',2020-11-03,3,['[]'],USA elections date,1,"""David Squires on … Trump and the USAs relationship with English football https://t.co/O39OrcByb7""",https://twitter.com/twitter/statuses/[1323638398737960966]
'✨Harry Potter Resists✨ (Commentary)',2020-12-06,0,"[""[{'text': 'Vote', 'indices': [83, 88]}]""]",Final recount day,167,RT @Sky_Lee_1: 🍑REGISTER TO VOTE GEORGIA🍑\n\n⏰DEADLINE IS IN 2️⃣ DAYS⏰\n\n🗓Register to #Vote by December 7th!\xa0⏩https://t.co/v3mGo8Hb2q\n\n🗳#VoteE…,https://twitter.com/twitter/statuses/[1335658993864364033]
'CNN Politics',2020-11-03,695,['[]'],Final recount day,98,More than 100 million ballots were cast before Election Day https://t.co/AcgzWSLw9M,https://twitter.com/twitter/statuses/[1323604358697750529]
'Guardian US',2020-11-02,3,['[]'],Final recount day,1,What US election day – and the days after – will look like in 2020 https://t.co/CWGhOQfIdl,https://twitter.com/twitter/statuses/[1323385633398730753]
'Guardian US',2020-11-04,6,['[]'],Final recount day,1,Biden campaign expresses cautious optimism on sentimental election day https://t.co/OAZi97X2Uw,https://twitter.com/twitter/statuses/[1323814349937541121]
'CNN Politics',2020-10-30,617,['[]'],Final recount day,86,"The Biden campaign will focus on Pennsylvania on Monday, the final day before the election https://t.co/vyCrBjJFFc",https://twitter.com/twitter/statuses/[1322177467663208451]
'CNN Politics',2020-11-02,1801,['[]'],Final recount day,152,Joe Biden is traveling with his grandkids on the last day of the campaign https://t.co/0iamhAp6GH,https://twitter.com/twitter/statuses/[1323329294416883712]
'CNN Politics',2020-11-03,259,['[]'],Final recount day,35,More than 96 million Americans have voted with one day to go until Election Day https://t.co/Bd5KpZwuc2 https://t.co/UzeM5v8PO7,https://twitter.com/twitter/statuses/[1323416392687910912]
'CNN Politics',2020-10-29,756,['[]'],Final recount day,97,"North Carolina can count votes received 9 days after Election Day, Supreme Court rules https://t.co/gCKxV9MLAk https://t.co/569fpPnWQ5",https://twitter.com/twitter/statuses/[1321610467912146946]
'CNN Politics',2020-11-11,421,['[]'],Final recount day,92,Here are 10 climate executive actions President-elect Joe Biden says he will take on day one https://t.co/9OYhCoLekB https://t.co/l3PBsX2YcF,https://twitter.com/twitter/statuses/[1326629043450630148]
'Guardian US',2020-11-01,7,['[]'],Final recount day,2,"""The blue shift: why votes counted after election day skew Democrat https://t.co/5FbbJhtYvC""",https://twitter.com/twitter/statuses/[1322770226535145472]
'CNN Politics',2020-11-02,234,['[]'],Final recount day,44,More than 95 million Americans have voted with one day to go until Election Day https://t.co/vODG455tI9,https://twitter.com/twitter/statuses/[1323316472660242435]
'Bernie Sanders',2020-10-29,0,['[]'],Final recount day,95,"""RT @shannaforPA: 294 days ago, we launched our campaign to create a Pennsylvania that works for all of us. \n\nNow, were just 5 days away fr…""",https://twitter.com/twitter/statuses/[1321938709244190722]
'CNN Politics',2020-11-03,135,['[]'],Final recount day,12,This tiny township is one of the first to announce results on Election Day https://t.co/T4whWlcA8A https://t.co/FDUyjD8Mwx,https://twitter.com/twitter/statuses/[1323457553133699072]
'CNN Politics',2020-11-02,44,['[]'],Final recount day,11,"""Heres how Michigan counts absentee ballots and Election Day votes https://t.co/QiRv4HWTWV https://t.co/J0b380iCsD""",https://twitter.com/twitter/statuses/[1323278778827706368]
'CNN Politics',2020-11-03,1842,['[]'],Final recount day,198,"Joe Biden signed the wall of his childhood home in Scranton, Pennsylvania, on Election Day https://t.co/jRXW8WKFHc",https://twitter.com/twitter/statuses/[1323672566301659136]
'CNN Politics',2020-10-29,383,['[]'],Final recount day,58,"North Carolina can count votes received 9 days after Election Day, Supreme Court rules https://t.co/zdHNfIlrsV https://t.co/jhyvFnOTQV",https://twitter.com/twitter/statuses/[1321738813354508288]
'Kamala Harris',2020-10-29,38946,['[]'],Final recount day,3787,5 days: https://t.co/VbrfuqVy9P.,https://twitter.com/twitter/statuses/[1321805409561227265]
'CNN Politics',2020-10-31,170,['[]'],Final recount day,30,How the Biden campaign aims to court Latino voters in final stretch to Election Day https://t.co/6E0uTAYBs5,https://twitter.com/twitter/statuses/[1322459313563160581]
'CNN Politics',2020-10-30,747,['[]'],Final recount day,93,"The Biden campaign will focus on Pennsylvania on Monday, the final day before the election https://t.co/YJfukMXSUl",https://twitter.com/twitter/statuses/[1322311850273497088]
'The Washington Post',2020-10-28,329,['[]'],Final recount day,108,"Early voting in the U.S. has hit 51 percent of total 2016 voting, with days to go before Election Day https://t.co/qm85vXAz4K",https://twitter.com/twitter/statuses/[1321500783582547974]
'Kamala Harris',2020-10-31,0,['[]'],How to boil water,961,"RT @TeamJoe: Voting Update! Early vote hours have been extended in Douglas County, NE to 5:00 PM today. \n\nFind your early voting location a…",https://twitter.com/twitter/statuses/[1322600641617944576]
'Guardian US',2020-10-27,5,['[]'],How to boil water,5,Philadelphia protesters take to streets after police killing of black man https://t.co/aNUrSlcvX3,https://twitter.com/twitter/statuses/[1321053454060687360]
"'Octavio Escobar, psicólogo'",2020-12-04,0,"[""[{'text': 'Media', 'indices': [14, 20]}, {'text': 'BigTech', 'indices': [27, 35]}, {'text': 'USElections', 'indices': [88, 100]}]""]",How to boil water,154,RT @omarbula: #Media &amp; #BigTech censorship of news related to probable fraud in the #USElections is the very proof of fraud itself...elemen…,https://twitter.com/twitter/statuses/[1334707322103455744]
'liliana armela n',2020-12-04,0,"[""[{'text': 'Media', 'indices': [14, 20]}, {'text': 'BigTech', 'indices': [27, 35]}, {'text': 'USElections', 'indices': [88, 100]}]""]",How to boil water,154,RT @omarbula: #Media &amp; #BigTech censorship of news related to probable fraud in the #USElections is the very proof of fraud itself...elemen…,https://twitter.com/twitter/statuses/[1334668475592290304]
'CNN Politics',2020-11-02,191,['[]'],How to boil water,35,Nearly 9 million Floridians have voted during early voting https://t.co/zOcqpPbwm6,https://twitter.com/twitter/statuses/[1323294577307123717]
'OneenO' 'OneenO',2020-12-06 2020-12-06,0 0,['[]' '[]'],How to boil water,349 386,"RT @theangiestanton: FRAUDS OF A FEATHER:\n\nAin’t this something! My opponent and Senator Elena Parent seem pretty close. I wonder if Elena…
 RT @theangiestanton: FRAUDS OF A FEATHER:\n\nAin’t this something! My opponent and Senator Elena Parent seem pretty close. I wonder if Elena…",https://twitter.com/twitter/statuses/[1335683099573833728 1335683099573833728]
'jMorales-c. 🇨🇴 ❗',2020-12-04,0,"[""[{'text': 'Media', 'indices': [14, 20]}, {'text': 'BigTech', 'indices': [27, 35]}, {'text': 'USElections', 'indices': [88, 100]}]""]",How to boil water,154,RT @omarbula: #Media &amp; #BigTech censorship of news related to probable fraud in the #USElections is the very proof of fraud itself...elemen…,https://twitter.com/twitter/statuses/[1334669520741543936]
'OneenO' 'OneenO',2020-12-06 2020-12-06,0 0,['[]' '[]'],How to boil water,349 386,"RT @theangiestanton: FRAUDS OF A FEATHER:\n\nAin’t this something! My opponent and Senator Elena Parent seem pretty close. I wonder if Elena…
 RT @theangiestanton: FRAUDS OF A FEATHER:\n\nAin’t this something! My opponent and Senator Elena Parent seem pretty close. I wonder if Elena…",https://twitter.com/twitter/statuses/[1335683099573833728 1335683099573833728]
'NY_Freedom',2020-12-04,0,['[]'],How to boil water,981,"RT @TheLeoTerrell: Trump Supporters!  We have to protect @realDonaldTrump legacy. During his four years, our President made America Great A…",https://twitter.com/twitter/statuses/[1334898793888837639]
'James' 'James',2020-12-06 2020-12-06,0 0,"[""[{'text': '2020Election', 'indices': [94, 107]}, {'text': 'elenaparent', 'indices': [108, 120]}]""
 ""[{'text': '2020Election', 'indices': [94, 107]}, {'text': 'elenaparent', 'indices': [108, 120]}]""]",How to boil water,1674 1710,"RT @theangiestanton: Georgia Senator Elena Parent asks for evidence. Meanwhile she’s caught 😂 #2020Election #elenaparent https://t.co/cb3Fn…
 RT @theangiestanton: Georgia Senator Elena Parent asks for evidence. Meanwhile she’s caught 😂 #2020Election #elenaparent https://t.co/cb3Fn…",https://twitter.com/twitter/statuses/[1335669356055838720 1335669356055838720]
'Maz 🇬🇧' 'Maz 🇬🇧',2020-12-06 2020-12-06,0 0,['[]' '[]'],How to boil water,349 386,"RT @theangiestanton: FRAUDS OF A FEATHER:\n\nAin’t this something! My opponent and Senator Elena Parent seem pretty close. I wonder if Elena…
 RT @theangiestanton: FRAUDS OF A FEATHER:\n\nAin’t this something! My opponent and Senator Elena Parent seem pretty close. I wonder if Elena…",https://twitter.com/twitter/statuses/[1335675774167359489 1335675774167359489]
'Mirth Barbie' 'Mirth Barbie',2020-12-06 2020-12-06,0 0,['[]' '[]'],How to boil water,349 386,"RT @theangiestanton: FRAUDS OF A FEATHER:\n\nAin’t this something! My opponent and Senator Elena Parent seem pretty close. I wonder if Elena…
 RT @theangiestanton: FRAUDS OF A FEATHER:\n\nAin’t this something! My opponent and Senator Elena Parent seem pretty close. I wonder if Elena…",https://twitter.com/twitter/statuses/[1335689071449018371 1335689071449018371]
'Gitte Moller',2020-12-04,0,"[""[{'text': 'Media', 'indices': [14, 20]}, {'text': 'BigTech', 'indices': [27, 35]}, {'text': 'USElections', 'indices': [88, 100]}]""]",How to boil water,154,RT @omarbula: #Media &amp; #BigTech censorship of news related to probable fraud in the #USElections is the very proof of fraud itself...elemen…,https://twitter.com/twitter/statuses/[1334691157742325761]
'J  Andino',2020-12-04,0,"[""[{'text': 'Media', 'indices': [14, 20]}, {'text': 'BigTech', 'indices': [27, 35]}, {'text': 'USElections', 'indices': [88, 100]}]""]",How to boil water,154,RT @omarbula: #Media &amp; #BigTech censorship of news related to probable fraud in the #USElections is the very proof of fraud itself...elemen…,https://twitter.com/twitter/statuses/[1334683486016450565]
'LaChicaDeJeans',2020-12-04,0,"[""[{'text': 'Media', 'indices': [14, 20]}, {'text': 'BigTech', 'indices': [27, 35]}, {'text': 'USElections', 'indices': [88, 100]}]""]",How to boil water,154,RT @omarbula: #Media &amp; #BigTech censorship of news related to probable fraud in the #USElections is the very proof of fraud itself...elemen…,https://twitter.com/twitter/statuses/[1334718283719782401]
'Anneke 🌸🇦🇺💟🔴💥🦑',2020-12-06,0,"[""[{'text': '2020Election', 'indices': [40, 53]}, {'text': 'Irregularities', 'indices': [95, 110]}]""]",How to boil water,2960,"RT @EpochTimes: In the fallout from the #2020Election, numerous credible allegations of voting #Irregularities have arisen in the form of s…",https://twitter.com/twitter/statuses/[1335691551440179201]
'Allegory 🇺🇸' 'Allegory 🇺🇸',2020-12-06 2020-12-06,0 0,['[]' '[]'],How to boil water,349 386,"RT @theangiestanton: FRAUDS OF A FEATHER:\n\nAin’t this something! My opponent and Senator Elena Parent seem pretty close. I wonder if Elena…
 RT @theangiestanton: FRAUDS OF A FEATHER:\n\nAin’t this something! My opponent and Senator Elena Parent seem pretty close. I wonder if Elena…",https://twitter.com/twitter/statuses/[1335676083480518664 1335676083480518664]
'Bella',2020-12-04,0,['[]'],How to boil water,981,"RT @TheLeoTerrell: Trump Supporters!  We have to protect @realDonaldTrump legacy. During his four years, our President made America Great A…",https://twitter.com/twitter/statuses/[1334870103553404928]
'Gail',2020-12-05,0,['[]'],How to boil water,981,"RT @TheLeoTerrell: Trump Supporters!  We have to protect @realDonaldTrump legacy. During his four years, our President made America Great A…",https://twitter.com/twitter/statuses/[1335049250980294656]
'hector',2020-12-04,0,"[""[{'text': 'Media', 'indices': [14, 20]}, {'text': 'BigTech', 'indices': [27, 35]}, {'text': 'USElections', 'indices': [88, 100]}]""]",How to boil water,154,RT @omarbula: #Media &amp; #BigTech censorship of news related to probable fraud in the #USElections is the very proof of fraud itself...elemen…,https://twitter.com/twitter/statuses/[1334799539501473793]
